Estacion,Date,Mes,Year,SO2,CO,NO,NO2,NOx,O3,C7H8,C6H6,C8H10,PM10,Ruido,PM25,PM1,CH4,Veloc,Direc,VelocMax,Temp,HRel,Pres,RSol,Precip,NH3,lat,lon,long
Port Moll Trans. Ponent,2-2017,2,2017,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,3-2017,3,2017,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,4-2017,4,2017,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,5-2017,5,2017,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,6-2017,6,2017,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,7-2017,7,2017,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,8-2017,8,2017,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,9-2017,9,2017,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,10-2017,10,2017,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,11-2017,11,2017,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,12-2017,12,2017,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,1-2018,1,2018,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,2-2018,2,2018,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,3-2018,3,2018,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,4-2018,4,2018,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,5-2018,5,2018,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,6-2018,6,2018,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,7-2018,7,2018,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,8-2018,8,2018,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,9-2018,9,2018,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,10-2018,10,2018,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,11-2018,11,2018,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,12-2018,12,2018,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,1-2019,1,2019,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,2-2019,2,2019,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,3-2019,3,2019,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,4-2019,4,2019,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,5-2019,5,2019,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,6-2019,6,2019,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,7-2019,7,2019,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,8-2019,8,2019,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,9-2019,9,2019,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,10-2019,10,2019,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,11-2019,11,2019,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,12-2019,12,2019,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,1-2020,1,2020,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,2-2020,2,2020,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,3-2020,3,2020,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,4-2020,4,2020,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,5-2020,5,2020,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,6-2020,6,2020,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,7-2020,7,2020,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,8-2020,8,2020,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,9-2020,9,2020,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,10-2020,10,2020,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,11-2020,11,2020,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,12-2020,12,2020,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,1-2021,1,2021,3.27,0.22,17.13,25.6,51.76,42.69,,,,12.47,,6.82,,,2.6,150.87,4.02,21.01,77.47,1016.16,,0.02,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,2-2021,2,2021,3.17,0.22,7.58,19.78,31.21,64.34,,,,19.0,,10.86,,,2.79,147.33,4.34,20.22,73.18,1016.28,,0.0,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,3-2021,3,2021,3.1,0.18,10.9,23.32,39.79,61.87,,,,26.54,,13.62,,,2.58,162.83,3.76,15.55,72.24,1017.72,,0.03,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,4-2021,4,2021,3.18,0.18,12.53,28.25,47.32,72.29,,,,24.15,,12.34,,,2.33,141.74,3.52,16.51,83.26,1013.49,,0.04,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,5-2021,5,2021,3.11,0.15,9.17,22.39,36.37,64.94,,,,21.6,,9.81,,,2.5,148.32,3.83,19.64,73.49,1017.94,,0.01,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,6-2021,6,2021,3.22,0.14,10.13,25.88,41.26,66.0,,,,24.98,,10.62,,,2.18,153.03,3.34,22.79,69.95,1017.64,,0.03,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,7-2021,7,2021,2.74,0.2,7.87,20.95,32.92,68.1,,,,21.15,,9.57,,,2.41,142.41,3.69,23.62,74.84,1017.39,,0.01,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,8-2021,8,2021,2.25,0.15,8.32,24.78,37.48,64.74,,,,22.84,,9.89,,,2.42,139.79,3.73,24.89,76.66,1018.72,,0.1,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,9-2021,9,2021,3.08,0.15,8.95,28.85,42.23,62.35,,,,24.69,,10.2,,,2.53,162.84,3.92,23.26,75.47,1020.47,,0.1,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,10-2021,10,2021,3.52,0.16,15.19,33.11,56.27,56.0,,,,23.4,,10.78,,,2.18,183.02,3.41,20.48,76.41,1018.42,,0.03,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,11-2021,11,2021,3.17,0.18,15.67,30.55,54.4,48.75,,,,16.38,,7.43,,,2.52,199.62,4.05,16.78,67.11,1015.85,,0.07,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,12-2021,12,2021,3.29,0.17,24.13,35.35,72.17,42.11,,,,20.83,,11.74,,,2.29,190.67,3.56,16.45,73.56,1019.92,,0.0,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,1-2022,1,2022,3.2,0.14,23.61,41.28,77.35,47.09,,,,25.45,,13.59,,,1.94,188.62,2.96,13.41,69.81,1025.71,,0.01,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,2-2022,2,2022,2.43,0.12,16.18,33.27,57.95,52.93,,,,23.03,,11.13,,,2.21,181.46,3.44,15.84,70.75,1021.54,,0.03,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,3-2022,3,2022,1.97,0.12,12.86,22.06,41.5,73.6,,,,34.08,,16.65,,,3.92,113.92,5.99,15.5,82.87,1017.76,,0.45,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,4-2022,4,2022,2.01,0.11,19.76,31.77,61.9,64.05,,,,23.57,,10.87,,,2.61,162.18,3.99,17.39,73.73,1014.52,,0.16,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,5-2022,5,2022,1.94,0.11,12.25,29.1,47.69,65.09,,,,26.38,,11.69,,,2.23,141.78,3.37,20.54,71.01,1017.42,,0.01,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,6-2022,6,2022,3.64,0.11,11.9,25.78,43.72,62.66,,,,23.33,,9.64,,,2.45,153.15,3.72,23.09,70.19,1016.16,,0.01,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,7-2022,7,2022,3.22,0.11,11.99,25.24,43.23,56.75,,,,20.48,,10.12,,,2.32,146.65,3.48,24.75,73.13,1017.79,,0.02,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,8-2022,8,2022,3.03,0.11,11.52,29.46,46.72,57.91,,,,22.83,,10.73,,,2.36,168.13,3.65,24.63,70.12,1015.11,,0.03,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,9-2022,9,2022,2.87,0.11,12.51,28.32,47.25,55.11,,,,17.76,,7.48,,,2.36,183.34,3.63,22.46,69.09,1015.23,,0.06,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,10-2022,10,2022,3.5,0.12,15.1,27.7,50.68,48.1,,,,29.81,,13.12,,,1.8,175.33,2.76,20.99,80.41,1020.46,,0.03,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,11-2022,11,2022,3.53,0.12,11.39,19.12,36.32,48.35,,,,15.37,,6.88,,,2.68,208.23,4.33,17.75,70.51,1017.82,,0.08,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,12-2022,12,2022,3.78,0.13,16.46,23.19,48.2,41.13,,,,18.94,,9.09,,,2.3,189.78,3.51,17.39,74.14,1020.2,,0.01,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,1-2023,1,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,2-2023,2,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,3-2023,3,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,4-2023,4,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,5-2023,5,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,6-2023,6,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,7-2023,7,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,8-2023,8,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,9-2023,9,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,10-2023,10,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,11-2023,11,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
Port Moll Trans. Ponent,12-2023,12,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45926796117107,,-0.32322398747263664
